course_id,course_credit,prereqdescription,career,equivalent_course_description,term,session,subject,catalogue,title,location_description,course_name,
5068,3.5,"   Never Taken: COEN421 You must complete 1 of the following rules   Course Prerequisite: COEN346, COMP346",UGRD,,Winter 2025,13W,COEN,320,Introduction to Real‑Time Systems,Sir George Williams Campus,"Prerequisite/Corequisite:The following courses must be completed previously: COEN 346 or COMP 346.Description:This course covers the fundamentals of real‑time systems, which include their definitions, requirements, design issues, and applications. It also covers the critical features of real‑time operating systems (RTOS), such as multi-tasking, process management, scheduling of periodic, aperiodic, and sporadic tasks, interprocess communication and synchronization, real‑time memory management, clocks and timers, interrupts and exceptions handling, message queues, and asynchronous input/output. Students learn how to program POSIX real-time, periodic, aperiodic, and sporadic threads by using concurrent programming languages and a real-time development environment. Moreover, this course covers real‑time uniprocessor scheduling policies: static vs. dynamic, pre‑emptive vs. non‑pre‑emptive scheduling algorithms, and some specific techniques — rate‑monotonic, earliest‑deadline‑first, deadline monotonic, least‑laxity‑time‑first; clock‑driven scheduling. Techniques used to design, model, and specify real-time systems, such as finite state machines, UML state machines, and Petri and Timed Petri Networks, are introduced. This course also introduces reliability and fault‑tolerance in real-time systems and presents some case studies of RTOS — QNX, VxWorks, and research prototypes.",
5068,3.5,"   Never Taken: COEN421 You must complete 1 of the following rules   Course Prerequisite: COEN346, COMP346",UGRD,,Winter 2026,13W,COEN,320,Introduction to Real‑Time Systems,Sir George Williams Campus,"Prerequisite/Corequisite:The following courses must be completed previously: COEN 346 or COMP 346.Description:This course covers the fundamentals of real‑time systems, which include their definitions, requirements, design issues, and applications. It also covers the critical features of real‑time operating systems (RTOS), such as multi-tasking, process management, scheduling of periodic, aperiodic, and sporadic tasks, interprocess communication and synchronization, real‑time memory management, clocks and timers, interrupts and exceptions handling, message queues, and asynchronous input/output. Students learn how to program POSIX real-time, periodic, aperiodic, and sporadic threads by using concurrent programming languages and a real-time development environment. Moreover, this course covers real‑time uniprocessor scheduling policies: static vs. dynamic, pre‑emptive vs. non‑pre‑emptive scheduling algorithms, and some specific techniques — rate‑monotonic, earliest‑deadline‑first, deadline monotonic, least‑laxity‑time‑first; clock‑driven scheduling. Techniques used to design, model, and specify real-time systems, such as finite state machines, UML state machines, and Petri and Timed Petri Networks, are introduced. This course also introduces reliability and fault‑tolerance in real-time systems and presents some case studies of RTOS — QNX, VxWorks, and research prototypes.",
5070,3.5,Prerequisite/Corequisite:The following courses must be completed previously: COEN 311; COMP 352 or COEN 352.Students who have received credit for COMP 346 may not take this course for credit.,UGRD,,Fall 2024,13W,COEN,346,Operating Systems,Sir George Williams Campus,"Prerequisite/Corequisite:The following courses must be completed previously: COEN 311; COMP 352 or COEN 352.Description:The evolution, architecture, and use of modern operating systems (OS). Multi‑tasking, concurrency and synchronization, IPC, deadlock, resource allocation, scheduling, multi‑threaded programming, memory and storage managements, file systems, I/O techniques, buffering, protection and security, the client/server paradigm and communications. Introduction to real time operating systems. Students write substantial programs dealing with concurrency and synchronization in a multi‑tasking environment.NOTE: Students who have received credit for COMP 346 may not take this course for credit.",
5070,3.5,Prerequisite/Corequisite:The following courses must be completed previously: COEN 311; COMP 352 or COEN 352.Students who have received credit for COMP 346 may not take this course for credit.,UGRD,,Fall 2025,13W,COEN,346,Operating Systems,Sir George Williams Campus,"Prerequisite/Corequisite:The following courses must be completed previously: COEN 311; COMP 352 or COEN 352.Description:The evolution, architecture, and use of modern operating systems (OS). Multi‑tasking, concurrency and synchronization, IPC, deadlock, resource allocation, scheduling, multi‑threaded programming, memory and storage managements, file systems, I/O techniques, buffering, protection and security, the client/server paradigm and communications. Introduction to real time operating systems. Students write substantial programs dealing with concurrency and synchronization in a multi‑tasking environment.NOTE: Students who have received credit for COMP 346 may not take this course for credit.",
5070,3.5,Prerequisite/Corequisite:The following courses must be completed previously: COEN 311; COMP 352 or COEN 352.Students who have received credit for COMP 346 may not take this course for credit.,UGRD,,Winter 2024,13W,COEN,346,Operating Systems,Sir George Williams Campus,"Prerequisite/Corequisite:The following courses must be completed previously: COEN 311; COMP 352 or COEN 352.Description:The evolution, architecture, and use of modern operating systems (OS). Multi‑tasking, concurrency and synchronization, IPC, deadlock, resource allocation, scheduling, multi‑threaded programming, memory and storage managements, file systems, I/O techniques, buffering, protection and security, the client/server paradigm and communications. Introduction to real time operating systems. Students write substantial programs dealing with concurrency and synchronization in a multi‑tasking environment.NOTE: Students who have received credit for COMP 346 may not take this course for credit.",
5070,3.5,Prerequisite/Corequisite:The following courses must be completed previously: COEN 311; COMP 352 or COEN 352.Students who have received credit for COMP 346 may not take this course for credit.,UGRD,,Winter 2025,13W,COEN,346,Operating Systems,Sir George Williams Campus,"Prerequisite/Corequisite:The following courses must be completed previously: COEN 311; COMP 352 or COEN 352.Description:The evolution, architecture, and use of modern operating systems (OS). Multi‑tasking, concurrency and synchronization, IPC, deadlock, resource allocation, scheduling, multi‑threaded programming, memory and storage managements, file systems, I/O techniques, buffering, protection and security, the client/server paradigm and communications. Introduction to real time operating systems. Students write substantial programs dealing with concurrency and synchronization in a multi‑tasking environment.NOTE: Students who have received credit for COMP 346 may not take this course for credit.",
5070,3.5,Prerequisite/Corequisite:The following courses must be completed previously: COEN 311; COMP 352 or COEN 352.Students who have received credit for COMP 346 may not take this course for credit.,UGRD,,Winter 2026,13W,COEN,346,Operating Systems,Sir George Williams Campus,"Prerequisite/Corequisite:The following courses must be completed previously: COEN 311; COMP 352 or COEN 352.Description:The evolution, architecture, and use of modern operating systems (OS). Multi‑tasking, concurrency and synchronization, IPC, deadlock, resource allocation, scheduling, multi‑threaded programming, memory and storage managements, file systems, I/O techniques, buffering, protection and security, the client/server paradigm and communications. Introduction to real time operating systems. Students write substantial programs dealing with concurrency and synchronization in a multi‑tasking environment.NOTE: Students who have received credit for COMP 346 may not take this course for credit.",
5071,3,"Course Prerequisite: COEN231, 244",UGRD,COEN 352 = COMP 352,Fall 2024,13W,COEN,352,Data Structures and Algorithms,Sir George Williams Campus,"Mathematical introduction: mathematical induction, program analysis, and algorithm complexity. Fundamental data structures: lists, stacks, queues, and trees. Fundamental algorithms: hashing and sorting. Graph structures and algorithms. Overview of algorithm design techniques, including greedy algorithms, divide and conquer strategies, recursive and backtracking algorithms, and heuristics. Application of data structures and algorithms to engineering. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COEN 231, 244.NOTE: Students who have received credit for COMP 352 may not take this course for credit.",
5071,3,"Course Prerequisite: COEN231, 244",UGRD,COEN 352 = COMP 352,Fall 2025,13W,COEN,352,Data Structures and Algorithms,Sir George Williams Campus,"Mathematical introduction: mathematical induction, program analysis, and algorithm complexity. Fundamental data structures: lists, stacks, queues, and trees. Fundamental algorithms: hashing and sorting. Graph structures and algorithms. Overview of algorithm design techniques, including greedy algorithms, divide and conquer strategies, recursive and backtracking algorithms, and heuristics. Application of data structures and algorithms to engineering. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COEN 231, 244.NOTE: Students who have received credit for COMP 352 may not take this course for credit.",
5071,3,"Course Prerequisite: COEN231, 244",UGRD,COEN 352 = COMP 352,Summer 2024,6H1,COEN,352,Data Structures and Algorithms,Sir George Williams Campus,"Mathematical introduction: mathematical induction, program analysis, and algorithm complexity. Fundamental data structures: lists, stacks, queues, and trees. Fundamental algorithms: hashing and sorting. Graph structures and algorithms. Overview of algorithm design techniques, including greedy algorithms, divide and conquer strategies, recursive and backtracking algorithms, and heuristics. Application of data structures and algorithms to engineering. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COEN 231, 244.NOTE: Students who have received credit for COMP 352 may not take this course for credit.",
5071,3,"Course Prerequisite: COEN231, 244",UGRD,COEN 352 = COMP 352,Summer 2025,6H1,COEN,352,Data Structures and Algorithms,Sir George Williams Campus,"Mathematical introduction: mathematical induction, program analysis, and algorithm complexity. Fundamental data structures: lists, stacks, queues, and trees. Fundamental algorithms: hashing and sorting. Graph structures and algorithms. Overview of algorithm design techniques, including greedy algorithms, divide and conquer strategies, recursive and backtracking algorithms, and heuristics. Application of data structures and algorithms to engineering. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COEN 231, 244.NOTE: Students who have received credit for COMP 352 may not take this course for credit.",
5071,3,"Course Prerequisite: COEN231, 244",UGRD,COEN 352 = COMP 352,Winter 2024,13W,COEN,352,Data Structures and Algorithms,Sir George Williams Campus,"Mathematical introduction: mathematical induction, program analysis, and algorithm complexity. Fundamental data structures: lists, stacks, queues, and trees. Fundamental algorithms: hashing and sorting. Graph structures and algorithms. Overview of algorithm design techniques, including greedy algorithms, divide and conquer strategies, recursive and backtracking algorithms, and heuristics. Application of data structures and algorithms to engineering. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COEN 231, 244.NOTE: Students who have received credit for COMP 352 may not take this course for credit.",
5071,3,"Course Prerequisite: COEN231, 244",UGRD,COEN 352 = COMP 352,Winter 2025,13W,COEN,352,Data Structures and Algorithms,Sir George Williams Campus,"Mathematical introduction: mathematical induction, program analysis, and algorithm complexity. Fundamental data structures: lists, stacks, queues, and trees. Fundamental algorithms: hashing and sorting. Graph structures and algorithms. Overview of algorithm design techniques, including greedy algorithms, divide and conquer strategies, recursive and backtracking algorithms, and heuristics. Application of data structures and algorithms to engineering. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COEN 231, 244.NOTE: Students who have received credit for COMP 352 may not take this course for credit.",
5071,3,"Course Prerequisite: COEN231, 244",UGRD,COEN 352 = COMP 352,Winter 2026,13W,COEN,352,Data Structures and Algorithms,Sir George Williams Campus,"Mathematical introduction: mathematical induction, program analysis, and algorithm complexity. Fundamental data structures: lists, stacks, queues, and trees. Fundamental algorithms: hashing and sorting. Graph structures and algorithms. Overview of algorithm design techniques, including greedy algorithms, divide and conquer strategies, recursive and backtracking algorithms, and heuristics. Application of data structures and algorithms to engineering. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COEN 231, 244.NOTE: Students who have received credit for COMP 352 may not take this course for credit.",
50062,3.5,"Prerequisite/Corequisite: The following course must be completed previously: COEN 346.Students who have received credit for ELEC 366, ELEC 463 or COEN 445 may not take this course for credit.",UGRD,,Fall 2024,13W,COEN,366,Communication Networks and Protocols (,Sir George Williams Campus,"Prerequisite/Corequisite:The following course must be completed previously: COEN 346.Description:The main objectives of the course are an introduction to computer networks, architectures, protocols, and their fundamentals. Topics covered in the course include communications protocols basics, flow control, error detection and error control techniques, network topologies including local area networks (LANs) and wide area networks (WANs), layered architecture standards (OSI and TCP/IP), standard protocols, and their fundamentals, application and socket programming.",
50062,3.5,"Prerequisite/Corequisite: The following course must be completed previously: COEN 346.Students who have received credit for ELEC 366, ELEC 463 or COEN 445 may not take this course for credit.",UGRD,,Fall 2025,13W,COEN,366,Communication Networks and Protocols (,Sir George Williams Campus,"Prerequisite/Corequisite:The following course must be completed previously: COEN 346.Description:The main objectives of the course are an introduction to computer networks, architectures, protocols, and their fundamentals. Topics covered in the course include communications protocols basics, flow control, error detection and error control techniques, network topologies including local area networks (LANs) and wide area networks (WANs), layered architecture standards (OSI and TCP/IP), standard protocols, and their fundamentals, application and socket programming.",
50062,3.5,"Prerequisite/Corequisite: The following course must be completed previously: COEN 346.Students who have received credit for ELEC 366, ELEC 463 or COEN 445 may not take this course for credit.",UGRD,,Winter 2024,13W,COEN,366,Communication Networks and Protocols (,Sir George Williams Campus,"Prerequisite/Corequisite:The following course must be completed previously: COEN 346.Description:The main objectives of the course are an introduction to computer networks, architectures, protocols, and their fundamentals. Topics covered in the course include communications protocols basics, flow control, error detection and error control techniques, network topologies including local area networks (LANs) and wide area networks (WANs), layered architecture standards (OSI and TCP/IP), standard protocols, and their fundamentals, application and socket programming.",
50062,3.5,"Prerequisite/Corequisite: The following course must be completed previously: COEN 346.Students who have received credit for ELEC 366, ELEC 463 or COEN 445 may not take this course for credit.",UGRD,,Winter 2025,13W,COEN,366,Communication Networks and Protocols (,Sir George Williams Campus,"Prerequisite/Corequisite:The following course must be completed previously: COEN 346.Description:The main objectives of the course are an introduction to computer networks, architectures, protocols, and their fundamentals. Topics covered in the course include communications protocols basics, flow control, error detection and error control techniques, network topologies including local area networks (LANs) and wide area networks (WANs), layered architecture standards (OSI and TCP/IP), standard protocols, and their fundamentals, application and socket programming.",
50062,3.5,"Prerequisite/Corequisite: The following course must be completed previously: COEN 346.Students who have received credit for ELEC 366, ELEC 463 or COEN 445 may not take this course for credit.",UGRD,,Winter 2026,13W,COEN,366,Communication Networks and Protocols (,Sir George Williams Campus,"Prerequisite/Corequisite:The following course must be completed previously: COEN 346.Description:The main objectives of the course are an introduction to computer networks, architectures, protocols, and their fundamentals. Topics covered in the course include communications protocols basics, flow control, error detection and error control techniques, network topologies including local area networks (LANs) and wide area networks (WANs), layered architecture standards (OSI and TCP/IP), standard protocols, and their fundamentals, application and socket programming.",
5072,3,"Prerequisite: Minimum of 45 credits in BEng (Computer); COEN 311, 352; ENGR 290",UGRD,,Fall 2024,13W,COEN,390,COMP. ENG. PROD DESIGN PROJ.,Sir George Williams Campus,Please see UGRD Calendar,
5072,3,"Prerequisite: Minimum of 45 credits in BEng (Computer); COEN 311, 352; ENGR 290",UGRD,,Fall 2025,13W,COEN,390,COMP. ENG. PROD DESIGN PROJ.,Sir George Williams Campus,Please see UGRD Calendar,
5072,3,"Prerequisite: Minimum of 45 credits in BEng (Computer); COEN 311, 352; ENGR 290",UGRD,,Summer 2024,13W,COEN,390,COMP. ENG. PROD DESIGN PROJ.,On Line,Please see UGRD Calendar,
5072,3,"Prerequisite: Minimum of 45 credits in BEng (Computer); COEN 311, 352; ENGR 290",UGRD,,Summer 2025,13W,COEN,390,COMP. ENG. PROD DESIGN PROJ.,On Line,Please see UGRD Calendar,
5072,3,"Prerequisite: Minimum of 45 credits in BEng (Computer); COEN 311, 352; ENGR 290",UGRD,,Winter 2024,13W,COEN,390,COMP. ENG. PROD DESIGN PROJ.,On Line,Please see UGRD Calendar,
5072,3,"Prerequisite: Minimum of 45 credits in BEng (Computer); COEN 311, 352; ENGR 290",UGRD,,Winter 2025,13W,COEN,390,COMP. ENG. PROD DESIGN PROJ.,On Line,Please see UGRD Calendar,
5072,3,"Prerequisite: Minimum of 45 credits in BEng (Computer); COEN 311, 352; ENGR 290",UGRD,,Winter 2026,13W,COEN,390,COMP. ENG. PROD DESIGN PROJ.,On Line,Please see UGRD Calendar,
5074,3.5,Course Prerequisite: COEN313;,UGRD,,Winter 2024,13W,COEN,413,Hardware Functional Verification,Sir George Williams Campus,"This course is about functional verification techniques and tools forhardware systems. It starts with the review of hardware designlanguages and the definition of hardware functional verification, then itintroduces basic object-oriented programming notions, such as classes,methods, inheritance, threads, inter-process communications, andvirtual methods. Students are later introduced to coverage metrics,functional coverage, and functional verification CAD tools. Studentswill learn the use of SystemVerilog language to develop class-basedverification environment based on the universal verificationmethodology (UVM). Students will be exposed to practical verificationcase studies. Prerequisite: COEN 313.",
5074,3.5,Course Prerequisite: COEN313;,UGRD,,Winter 2025,13W,COEN,413,Hardware Functional Verification,Sir George Williams Campus,"This course is about functional verification techniques and tools forhardware systems. It starts with the review of hardware designlanguages and the definition of hardware functional verification, then itintroduces basic object-oriented programming notions, such as classes,methods, inheritance, threads, inter-process communications, andvirtual methods. Students are later introduced to coverage metrics,functional coverage, and functional verification CAD tools. Studentswill learn the use of SystemVerilog language to develop class-basedverification environment based on the universal verificationmethodology (UVM). Students will be exposed to practical verificationcase studies. Prerequisite: COEN 313.",
5074,3.5,Course Prerequisite: COEN313;,UGRD,,Winter 2026,13W,COEN,413,Hardware Functional Verification,Sir George Williams Campus,"This course is about functional verification techniques and tools forhardware systems. It starts with the review of hardware designlanguages and the definition of hardware functional verification, then itintroduces basic object-oriented programming notions, such as classes,methods, inheritance, threads, inter-process communications, andvirtual methods. Students are later introduced to coverage metrics,functional coverage, and functional verification CAD tools. Studentswill learn the use of SystemVerilog language to develop class-basedverification environment based on the universal verificationmethodology (UVM). Students will be exposed to practical verificationcase studies. Prerequisite: COEN 313.",
50082,3.5,Prerequisite: ELEC 311,UGRD,,Winter 2024,13W,COEN,415,Digital Electronics,Sir George Williams Campus,"COEN 415 Digital Electronics (3.5 credits)Prerequisite: ELEC 311. This course covers analysis and simulation of basic digital circuit blocks, in particular, CMOS, BiCMOS and ECL technologies. The focus is on the electronics aspect of digital circuits. Combinational and sequential circuit units, including logic gates, flip-flops,signal generators, static and dynamic memories, and interconnections are discussed. Other topics include performance analysis in terms of switching speeds, power dissipation, noise immunity, and fan-in and fan-out. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.NOTE: Students who have received credit for COEN 315 may not take this course for credit.",
50082,3.5,Prerequisite: ELEC 311,UGRD,,Winter 2025,13W,COEN,415,Digital Electronics,Sir George Williams Campus,"COEN 415 Digital Electronics (3.5 credits)Prerequisite: ELEC 311. This course covers analysis and simulation of basic digital circuit blocks, in particular, CMOS, BiCMOS and ECL technologies. The focus is on the electronics aspect of digital circuits. Combinational and sequential circuit units, including logic gates, flip-flops,signal generators, static and dynamic memories, and interconnections are discussed. Other topics include performance analysis in terms of switching speeds, power dissipation, noise immunity, and fan-in and fan-out. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.NOTE: Students who have received credit for COEN 315 may not take this course for credit.",
50082,3.5,Prerequisite: ELEC 311,UGRD,,Winter 2026,13W,COEN,415,Digital Electronics,Sir George Williams Campus,"COEN 415 Digital Electronics (3.5 credits)Prerequisite: ELEC 311. This course covers analysis and simulation of basic digital circuit blocks, in particular, CMOS, BiCMOS and ECL technologies. The focus is on the electronics aspect of digital circuits. Combinational and sequential circuit units, including logic gates, flip-flops,signal generators, static and dynamic memories, and interconnections are discussed. Other topics include performance analysis in terms of switching speeds, power dissipation, noise immunity, and fan-in and fan-out. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: 15 hours total.NOTE: Students who have received credit for COEN 315 may not take this course for credit.",
5080,4,"Course Prerequisite: COEN320, SOEN341; COEN317",UGRD,COEN 421 = SOEN 422,Winter 2024,13W,COEN,421,Embedded Systems Design,Sir George Williams Campus,"Introduction to real-time modelling languages. Introduction to embedded systems design using a unified view of software and hardware. Processor technologies: general purpose, single purpose, application-specific. Memory. Interfacing. Design technologies: hardware-software co-design/co-synthesis/co-simulation. Real-time debugging and monitoring techniques. Real-time communication protocols. Introduction to clock synchronization and group communication techniques. A multi-component project provides a hands-on experience in designing, implementing, and testing a real-time embedded system. Lectures: three hours per week. Laboratory: 30 hours total.Prerequisite: COEN 317, 320; SOEN 341.",
5080,4,"Course Prerequisite: COEN320, SOEN341; COEN317",UGRD,COEN 421 = SOEN 422,Winter 2025,13W,COEN,421,Embedded Systems Design,Sir George Williams Campus,"Introduction to real-time modelling languages. Introduction to embedded systems design using a unified view of software and hardware. Processor technologies: general purpose, single purpose, application-specific. Memory. Interfacing. Design technologies: hardware-software co-design/co-synthesis/co-simulation. Real-time debugging and monitoring techniques. Real-time communication protocols. Introduction to clock synchronization and group communication techniques. A multi-component project provides a hands-on experience in designing, implementing, and testing a real-time embedded system. Lectures: three hours per week. Laboratory: 30 hours total.Prerequisite: COEN 317, 320; SOEN 341.",
5080,4,"Course Prerequisite: COEN320, SOEN341; COEN317",UGRD,COEN 421 = SOEN 422,Winter 2026,13W,COEN,421,Embedded Systems Design,Sir George Williams Campus,"Introduction to real-time modelling languages. Introduction to embedded systems design using a unified view of software and hardware. Processor technologies: general purpose, single purpose, application-specific. Memory. Interfacing. Design technologies: hardware-software co-design/co-synthesis/co-simulation. Real-time debugging and monitoring techniques. Real-time communication protocols. Introduction to clock synchronization and group communication techniques. A multi-component project provides a hands-on experience in designing, implementing, and testing a real-time embedded system. Lectures: three hours per week. Laboratory: 30 hours total.Prerequisite: COEN 317, 320; SOEN 341.",
48391,3,Prerequisite: COEN 346; ELEC 372Students must complete all 200-level courses required for their program before registering for any 400-level courses.,UGRD,,Fall 2024,13W,COEN,422,FOUNDATIONS OF CYBER-PHYSICAL SYSTEMS,Sir George Williams Campus,"Prerequisite: COEN 346,  ELEC 372. Models of computation for cyber-physical systems. Models for computation and physical systems. Discrete event dynamic models, finite-state machines (FSMs). Extended FSMs, statecharts, petri nets. Continuous variable models. Scheduling and optimization of process networks, hybrid models. Specification, simulation and performance analysis of cyber-physical systems. Relationship of program execution with physical time constants. Lectures: three hours per week.",
48391,3,Prerequisite: COEN 346; ELEC 372Students must complete all 200-level courses required for their program before registering for any 400-level courses.,UGRD,,Fall 2025,13W,COEN,422,FOUNDATIONS OF CYBER-PHYSICAL SYSTEMS,Sir George Williams Campus,"Prerequisite: COEN 346,  ELEC 372. Models of computation for cyber-physical systems. Models for computation and physical systems. Discrete event dynamic models, finite-state machines (FSMs). Extended FSMs, statecharts, petri nets. Continuous variable models. Scheduling and optimization of process networks, hybrid models. Specification, simulation and performance analysis of cyber-physical systems. Relationship of program execution with physical time constants. Lectures: three hours per week.",
48391,3,Prerequisite: COEN 346; ELEC 372Students must complete all 200-level courses required for their program before registering for any 400-level courses.,UGRD,,Summer 2024,6H1,COEN,422,FOUNDATIONS OF CYBER-PHYSICAL SYSTEMS,Sir George Williams Campus,"Prerequisite: COEN 346,  ELEC 372. Models of computation for cyber-physical systems. Models for computation and physical systems. Discrete event dynamic models, finite-state machines (FSMs). Extended FSMs, statecharts, petri nets. Continuous variable models. Scheduling and optimization of process networks, hybrid models. Specification, simulation and performance analysis of cyber-physical systems. Relationship of program execution with physical time constants. Lectures: three hours per week.",
48391,3,Prerequisite: COEN 346; ELEC 372Students must complete all 200-level courses required for their program before registering for any 400-level courses.,UGRD,,Summer 2025,6H1,COEN,422,FOUNDATIONS OF CYBER-PHYSICAL SYSTEMS,Sir George Williams Campus,"Prerequisite: COEN 346,  ELEC 372. Models of computation for cyber-physical systems. Models for computation and physical systems. Discrete event dynamic models, finite-state machines (FSMs). Extended FSMs, statecharts, petri nets. Continuous variable models. Scheduling and optimization of process networks, hybrid models. Specification, simulation and performance analysis of cyber-physical systems. Relationship of program execution with physical time constants. Lectures: three hours per week.",
48391,3,Prerequisite: COEN 346; ELEC 372Students must complete all 200-level courses required for their program before registering for any 400-level courses.,UGRD,,Winter 2026,13W,COEN,422,FOUNDATIONS OF CYBER-PHYSICAL SYSTEMS,Sir George Williams Campus,"Prerequisite: COEN 346,  ELEC 372. Models of computation for cyber-physical systems. Models for computation and physical systems. Discrete event dynamic models, finite-state machines (FSMs). Extended FSMs, statecharts, petri nets. Continuous variable models. Scheduling and optimization of process networks, hybrid models. Specification, simulation and performance analysis of cyber-physical systems. Relationship of program execution with physical time constants. Lectures: three hours per week.",
48392,3,Prerequisite: COEN 346.,UGRD,,Fall 2024,13W,COEN,424,PROGRAMMING ON THE CLOUD,Sir George Williams Campus,"Prerequisite: COEN 346. Autonomy of cloud computing, service and business models, data centers and virtualization. CAP theorem, REST API and data models. Map reduce and programming model of distributed data processing on computer clusters. Distributed file systems for computer clusters, development environments and tools on clouds. Cloud-based data access and query. Cloud application design principles. Lectures: three hours per week.",
48392,3,Prerequisite: COEN 346.,UGRD,,Fall 2025,13W,COEN,424,PROGRAMMING ON THE CLOUD,Sir George Williams Campus,"Prerequisite: COEN 346. Autonomy of cloud computing, service and business models, data centers and virtualization. CAP theorem, REST API and data models. Map reduce and programming model of distributed data processing on computer clusters. Distributed file systems for computer clusters, development environments and tools on clouds. Cloud-based data access and query. Cloud application design principles. Lectures: three hours per week.",
5082,3,Prerequisite: COEN 352 or COMP 352.,UGRD,,Fall 2024,13W,COEN,432,Applied Machine Learning and Evolutionary Algorithms,Sir George Williams Campus,"Prerequisite: COEN 352 or COMP 352Description: The course covers a variety of machine learning algorithms withapplications to real-world problems of classification and prediction,optimization and design. The first part of the course introducesfundamental concepts of machine learning and some well-establishedmodels, such as decision tree models, linear models, distance-basedmodels and probabilistic models. This is followed by machine learningheuristics such as tabu search, simulated annealing and particle swarmoptimization. The second part of the course focuses on evolutionaryalgorithms and in particular, genetic algorithms, evolutionary strategiesand genetic programming, followed by salient advanced concepts suchas multi-objective optimization.",
5082,3,Prerequisite: COEN 352 or COMP 352.,UGRD,,Fall 2025,13W,COEN,432,Applied Machine Learning and Evolutionary Algorithms,Sir George Williams Campus,"Prerequisite: COEN 352 or COMP 352Description: The course covers a variety of machine learning algorithms withapplications to real-world problems of classification and prediction,optimization and design. The first part of the course introducesfundamental concepts of machine learning and some well-establishedmodels, such as decision tree models, linear models, distance-basedmodels and probabilistic models. This is followed by machine learningheuristics such as tabu search, simulated annealing and particle swarmoptimization. The second part of the course focuses on evolutionaryalgorithms and in particular, genetic algorithms, evolutionary strategiesand genetic programming, followed by salient advanced concepts suchas multi-objective optimization.",
5082,3,Prerequisite: COEN 352 or COMP 352.,UGRD,,Winter 2024,13W,COEN,432,Applied Machine Learning and Evolutionary Algorithms,Sir George Williams Campus,"Prerequisite: COEN 352 or COMP 352Description: The course covers a variety of machine learning algorithms withapplications to real-world problems of classification and prediction,optimization and design. The first part of the course introducesfundamental concepts of machine learning and some well-establishedmodels, such as decision tree models, linear models, distance-basedmodels and probabilistic models. This is followed by machine learningheuristics such as tabu search, simulated annealing and particle swarmoptimization. The second part of the course focuses on evolutionaryalgorithms and in particular, genetic algorithms, evolutionary strategiesand genetic programming, followed by salient advanced concepts suchas multi-objective optimization.",
5082,3,Prerequisite: COEN 352 or COMP 352.,UGRD,,Winter 2025,13W,COEN,432,Applied Machine Learning and Evolutionary Algorithms,Sir George Williams Campus,"Prerequisite: COEN 352 or COMP 352Description: The course covers a variety of machine learning algorithms withapplications to real-world problems of classification and prediction,optimization and design. The first part of the course introducesfundamental concepts of machine learning and some well-establishedmodels, such as decision tree models, linear models, distance-basedmodels and probabilistic models. This is followed by machine learningheuristics such as tabu search, simulated annealing and particle swarmoptimization. The second part of the course focuses on evolutionaryalgorithms and in particular, genetic algorithms, evolutionary strategiesand genetic programming, followed by salient advanced concepts suchas multi-objective optimization.",
5082,3,Prerequisite: COEN 352 or COMP 352.,UGRD,,Winter 2026,13W,COEN,432,Applied Machine Learning and Evolutionary Algorithms,Sir George Williams Campus,"Prerequisite: COEN 352 or COMP 352Description: The course covers a variety of machine learning algorithms withapplications to real-world problems of classification and prediction,optimization and design. The first part of the course introducesfundamental concepts of machine learning and some well-establishedmodels, such as decision tree models, linear models, distance-basedmodels and probabilistic models. This is followed by machine learningheuristics such as tabu search, simulated annealing and particle swarmoptimization. The second part of the course focuses on evolutionaryalgorithms and in particular, genetic algorithms, evolutionary strategiesand genetic programming, followed by salient advanced concepts suchas multi-objective optimization.",
48393,3,"Prerequisite: COEN 212, 244.",UGRD,,Winter 2024,13W,COEN,433,BIOLOGICAL COMPUTING AND SYNTHETIC BIOLOGY,Sir George Williams Campus,"Prerequisite: COEN 212, 244. Introduction to the cell and the genome. Foundations of synthetic biology and ethics. Synthetic genomes and metabolic engineering. Model organisms, such as E. coli bacteria and synthetic cells, self-replicating cells man-made from cloned genes, a cellular membrane and the basic elements of RNA and protein synthesis. Designing computational devices for implementation in biological cells. Introduction to modelling and computer simulation of gene regulatory networks. Methods of building and testing gene regulatory networks within and without cells. Expandingfunctionality via inter-cellular signaling. Basic interfacing to electronic sensors and actuators. Landmark and interesting applications of synthetic biology in computer engineering and other disciplines. Lectures: three hours per week.",
